Round Number, Network Remaining Energy
471,63.917425
472,63.824913
473,63.733168
474,63.642397
475,63.638547
476,63.542680
477,63.448329
478,63.353144
479,63.263829
480,63.167184
481,63.159189
482,63.066682
483,62.968473
484,62.875898
485,62.783819
486,62.779959
487,62.776268
488,62.677745
489,62.584738
490,62.580662
491,62.488656
492,62.393716
493,62.302698
494,62.298461
495,62.203318
496,62.198726
497,62.195259
498,62.103300
499,62.003364
500,61.911121
501,61.907017
502,61.814064
503,61.810145
504,61.715573
505,61.621591
506,61.526335
507,61.421925
508,61.326613
509,61.234873
510,61.230378
511,61.223771
512,61.130486
513,61.033471
514,60.942370
515,60.938025
516,60.932063
517,60.839633
518,60.743312
519,60.739932
520,60.645516
521,60.551033
522,60.457614
523,60.451240
524,60.441980
525,60.350389
526,60.256634
527,60.163657
528,60.067164
529,59.972598
530,59.968848
531,59.876674
532,59.783461
533,59.689571
534,59.591789
535,59.496168
536,59.395511
537,59.305046
538,59.202898
539,59.111674
540,59.019629
541,59.015671
542,58.924926
543,58.829987
544,58.825409
545,58.730559
546,58.636825
547,58.544343
548,58.444988
549,58.441089
550,58.345100
551,58.340590
552,58.248892
553,58.154812
554,58.150292
555,58.145633
556,58.047941
557,57.953397
558,57.858909
559,57.766090
560,57.761674
561,57.668405
562,57.570513
563,57.564354
564,57.463544
565,57.373471
566,57.366041
567,57.362037
568,57.271481
569,57.266426
570,57.167766
571,57.069610
572,56.971614
573,56.882099
574,56.789427
575,56.697773
576,56.605180
577,56.502758
578,56.405815
579,56.314003
580,56.216617
581,56.122144
582,56.112832
583,56.020651
584,55.928047
585,55.923124
586,55.828881
587,55.733128
588,55.638776
589,55.543105
590,55.445568
591,55.352735
592,55.348902
593,55.253745
594,55.162127
595,55.065124
596,55.061040
597,55.056975
598,54.962590
599,54.867752
600,54.775916
601,54.681884
602,54.677338
603,54.673292
604,54.578376
605,54.487898
606,54.483705
607,54.474579
608,54.378536
609,54.273392
610,54.182393
611,54.089334
612,53.992082
613,53.898535
614,53.802734
615,53.704821
616,53.611619
617,53.511253
618,53.507249
619,53.415653
620,53.324890
621,53.232634
622,53.139813
623,53.045709
624,52.954360
625,52.860144
626,52.855302
627,52.761823
628,52.750732
629,52.660446
630,52.564502
631,52.553578
632,52.549640
633,52.545700
634,52.540559
635,52.449505
636,52.355988
637,52.259497
638,52.167773
639,52.067518
640,51.976357
641,51.874473
642,51.782455
643,51.683769
644,51.680132
645,51.675601
646,51.584437
647,51.490538
648,51.391819
649,51.387521
650,51.290717
651,51.194680
652,51.101988
653,51.009868
654,51.006331
655,50.906481
656,50.814099
657,50.722808
658,50.718074
659,50.619148
660,50.524395
661,50.430909
662,50.338937
663,50.332429
664,50.235557
665,50.143573
666,50.139316
667,50.041741
668,49.947905
669,49.943662
670,49.846896
671,49.752072
672,49.747923
673,49.652956
674,49.558071
675,49.462945
676,49.457618
677,49.365820
678,49.277526
679,49.273528
680,49.173312
681,49.082476
682,48.989189
683,48.984404
684,48.887965
685,48.883661
686,48.791758
687,48.693411
688,48.598027
689,48.500553
690,48.493527
691,48.402957
692,48.314799
693,48.219859
694,48.117496
695,48.112983
696,48.019644
697,47.926971
698,47.923016
699,47.916990
700,47.825233
701,47.726925
702,47.627533
703,47.532202
704,47.443472
705,47.348421
706,47.343704
707,47.256104
708,47.159329
709,47.063036
710,46.959206
711,46.864972
712,46.858715
713,46.766180
714,46.677085
715,46.672015
716,46.667017
717,46.574509
718,46.473702
719,46.380877
720,46.285333
721,46.192060
722,46.099364
723,46.006388
724,46.002224
725,45.908790
726,45.903605
727,45.809140
728,45.719189
729,45.629406
730,45.533013
731,45.440153
732,45.436319
733,45.344892
734,45.339813
735,45.246794
736,45.153003
737,45.062600
738,44.959899
739,44.955273
740,44.858809
741,44.761937
742,44.668838
743,44.576787
744,44.481592
745,44.477956
746,44.384277
747,44.380547
748,44.288314
749,44.193632
750,44.105126
751,44.010555
752,44.005934
753,43.913264
754,43.909876
755,43.906347
756,43.900777
757,43.801643
758,43.709488
759,43.616848
760,43.524342
761,43.430695
762,43.336562
763,43.325260
764,43.227036
765,43.139600
766,43.048412
767,42.956750
768,42.856842
769,42.852711
770,42.754258
771,42.748100
772,42.654318
773,42.560516
774,42.463414
775,42.459246
776,42.358652
777,42.256200
778,42.169547
779,42.079766
780,42.075798
781,41.981694
782,41.885713
783,41.794100
784,41.700872
785,41.697009
786,41.603833
787,41.512009
788,41.507279
789,41.412573
790,41.314659
791,41.227241
792,41.134174
793,41.129390
794,41.032312
795,41.028801
796,40.930943
797,40.831745
798,40.827723
799,40.735766
800,40.642247
801,40.550269
802,40.452624
803,40.447430
804,40.354058
805,40.262794
806,40.171619
807,40.167151
808,40.071020
809,39.979102
810,39.882307
811,39.786937
812,39.782498
813,39.695134
814,39.603384
815,39.510940
816,39.411483
817,39.316576
818,39.226480
819,39.131550
820,39.038607
821,39.033543
822,38.943201
823,38.846499
824,38.755744
825,38.660463
826,38.564340
827,38.471700
828,38.466980
829,38.375515
830,38.283124
831,38.186153
832,38.179911
833,38.083553
834,38.078771
835,37.991119
836,37.985051
837,37.889929
838,37.791551
839,37.694091
840,37.602801
841,37.517358
842,37.425799
843,37.335229
844,37.329331
845,37.237956
846,37.147608
847,37.048327
848,36.955324
849,36.863858
850,36.859114
851,36.767868
852,36.764412
853,36.760338
854,36.756368
855,36.659089
856,36.565267
857,36.480132
858,36.386865
859,36.285774
860,36.193079
861,36.101231
862,36.008763
863,35.914026
864,35.909522
865,35.809040
866,35.722287
867,35.717893
868,35.623699
869,35.526465
870,35.433441
871,35.337606
872,35.333205
873,35.242694
874,35.151100
875,35.058560
876,34.959296
877,34.954644
878,34.859581
879,34.760353
880,34.672317
881,34.668638
882,34.664587
883,34.570716
884,34.471010
885,34.375641
886,34.284320
887,34.280088
888,34.188255
889,34.092083
890,33.993720
891,33.898519
892,33.798492
893,33.707214
894,33.702254
895,33.606293
896,33.509955
897,33.418305
898,33.320463
899,33.316688
900,33.311011
901,33.221986
902,33.131616
903,33.037243
904,33.032629
905,32.939624
906,32.843560
907,32.838988
908,32.749030
909,32.655893
910,32.564574
911,32.469501
912,32.465488
913,32.368079
914,32.363991
915,32.260018
916,32.164630
917,32.072836
918,32.068662
919,31.976475
920,31.882196
921,31.787229
922,31.694966
923,31.601260
924,31.502041
925,31.495852
926,31.491296
927,31.395147
928,31.390286
929,31.383356
930,31.289540
931,31.195978
932,31.105918
933,31.011592
934,30.923989
935,30.836399
936,30.741410
937,30.653729
938,30.551902
939,30.547693
940,30.456439
941,30.363385
942,30.357329
943,30.265056
944,30.260698
945,30.163091
946,30.075185
947,29.988730
948,29.979695
949,29.885024
950,29.878471
951,29.778677
952,29.685809
953,29.593186
954,29.492656
955,29.394856
956,29.388097
957,29.293239
958,29.197611
959,29.096949
960,29.000050
961,28.995948
962,28.894773
963,28.803621
964,28.707243
965,28.700332
966,28.607843
967,28.507121
968,28.415345
969,28.410055
970,28.404309
971,28.315571
972,28.220112
973,28.124299
974,28.036235
975,27.942038
976,27.843916
977,27.756828
978,27.664017
979,27.655610
980,27.562776
981,27.465088
982,27.373081
983,27.282044
984,27.191142
985,27.096505
986,27.005416
987,26.920252
988,26.829049
989,26.733495
990,26.640508
991,26.550748
992,26.454883
993,26.450471
994,26.356675
995,26.262586
996,26.171624
997,26.167555
998,26.077542
999,25.985231
1000,25.891254
1001,25.798762
1002,25.793096
1003,25.698517
1004,25.599993
1005,25.505295
1006,25.411625
1007,25.315527
1008,25.222729
1009,25.126275
1010,25.120424
1011,25.114702
1012,25.022368
1013,24.930537
1014,24.836500
1015,24.744807
1016,24.652270
1017,24.561690
1018,24.466197
1019,24.371765
1020,24.275169
1021,24.184510
1022,24.097144
1023,24.002686
1024,23.999183
1025,23.914702
1026,23.824840
1027,23.734505
1028,23.727071
1029,23.641968
1030,23.546762
1031,23.448549
1032,23.444613
1033,23.438387
1034,23.340986
1035,23.335286
1036,23.247555
1037,23.149744
1038,23.056648
1039,22.960339
1040,22.868166
1041,22.771348
1042,22.679054
1043,22.583064
1044,22.486816
1045,22.392772
1046,22.296583
1047,22.291122
1048,22.287293
1049,22.278716
1050,22.182569
1051,22.090320
1052,21.990977
1053,21.896292
1054,21.803932
1055,21.711860
1056,21.620537
1057,21.528000
1058,21.523024
1059,21.430338
1060,21.340382
1061,21.246505
1062,21.152284
1063,21.059060
1064,20.968826
1065,20.884343
1066,20.793113
1067,20.788434
1068,20.703511
1069,20.615873
1070,20.611971
1071,20.517430
1072,20.424460
1073,20.420603
1074,20.323868
1075,20.229642
1076,20.143916
1077,20.138705
1078,20.047491
1079,19.950338
1080,19.859076
1081,19.767902
1082,19.763306
1083,19.666676
1084,19.574721
1085,19.480021
1086,19.475360
1087,19.380878
1088,19.285941
1089,19.186971
1090,19.092423
1091,19.085820
1092,18.991239
1093,18.901624
1094,18.897134
1095,18.798016
1096,18.706121
1097,18.605352
1098,18.600784
1099,18.503936
1100,18.407185
1101,18.320609
1102,18.226817
1103,18.222226
1104,18.216351
1105,18.124215
1106,18.024555
1107,17.926872
1108,17.834278
1109,17.830492
1110,17.825987
1111,17.813998
1112,17.721272
1113,17.621782
1114,17.527401
1115,17.434546
1116,17.339616
1117,17.254162
1118,17.163146
1119,17.067365
1120,16.976821
1121,16.890339
1122,16.793953
1123,16.789888
1124,16.699203
1125,16.606594
1126,16.517406
1127,16.420918
1128,16.325942
1129,16.233819
1130,16.140804
1131,16.136359
1132,16.042466
1133,16.037773
1134,15.947539
1135,15.853113
1136,15.848857
1137,15.758377
1138,15.754259
1139,15.660576
1140,15.657106
1141,15.564739
1142,15.472423
1143,15.379168
1144,15.374958
1145,15.282199
1146,15.277416
1147,15.181262
1148,15.177506
1149,15.173434
1150,15.083131
1151,14.990638
1152,14.892599
1153,14.803980
1154,14.710241
1155,14.619226
1156,14.525153
1157,14.521279
1158,14.423306
1159,14.336402
1160,14.244119
1161,14.239722
1162,14.147436
1163,14.054185
1164,13.955091
1165,13.859415
1166,13.767332
1167,13.672073
1168,13.668003
1169,13.578438
1170,13.574717
1171,13.569432
1172,13.477834
1173,13.383839
1174,13.286393
1175,13.190778
1176,13.096969
1177,12.996438
1178,12.904925
1179,12.812688
1180,12.801793
1181,12.705011
1182,12.605002
1183,12.512199
1184,12.421806
1185,12.416922
1186,12.323586
1187,12.230338
1188,12.133599
1189,12.127969
1190,12.028108
1191,12.023986
1192,12.018356
1193,11.933592
1194,11.846004
1195,11.754061
1196,11.662023
1197,11.576036
1198,11.482896
1199,11.387738
1200,11.383979
1201,11.296913
1202,11.201962
1203,11.110440
1204,11.105789
1205,11.008958
1206,10.912603
1207,10.818604
1208,10.722116
1209,10.715913
1210,10.618170
1211,10.612303
1212,10.522082
1213,10.427820
1214,10.423183
1215,10.327043
1216,10.236661
1217,10.145350
1218,10.054927
1219,9.956148
1220,9.863415
1221,9.768662
1222,9.672886
1223,9.667951
1224,9.664040
1225,9.578472
1226,9.486437
1227,9.394210
1228,9.300854
1229,9.295762
1230,9.202338
1231,9.198773
1232,9.109166
1233,9.105485
1234,9.014421
1235,9.010597
1236,9.005217
1237,8.914036
1238,8.821755
1239,8.729254
1240,8.634285
1241,8.540616
1242,8.450224
1243,8.358024
1244,8.264128
1245,8.173186
1246,8.168005
1247,8.072701
1248,8.067626
1249,7.975560
1250,7.880599
1251,7.781648
1252,7.681561
1253,7.583526
1254,7.483625
1255,7.479231
1256,7.381619
1257,7.288711
1258,7.194619
1259,7.098294
1260,6.999867
1261,6.989242
1262,6.985588
1263,6.978895
1264,6.888215
1265,6.791329
1266,6.694243
1267,6.602354
1268,6.513036
1269,6.507423
1270,6.408319
1271,6.322724
1272,6.229805
1273,6.134230
1274,6.040557
1275,5.952470
1276,5.861347
1277,5.847410
1278,5.754273
1279,5.655138
1280,5.562449
1281,5.466439
1282,5.374428
1283,5.281879
1284,5.186235
1285,5.096193
1286,5.006836
1287,4.916739
1288,4.821932
1289,4.725372
1290,4.631605
1291,4.538854
1292,4.444103
1293,4.349931
1294,4.256890
1295,4.162381
1296,4.071053
1297,3.986155
1298,3.891711
1299,3.797788
1300,3.792626
1301,3.700981
1302,3.606033
1303,3.508133
1304,3.415080
1305,3.312870
1306,3.307517
1307,3.219179
1308,3.213939
1309,3.117796
1310,3.027477
1311,2.934015
1312,2.843250
1313,2.839545
1314,2.748339
1315,2.656992
1316,2.563079
1317,2.558792
1318,2.460983
1319,2.364732
1320,2.271897
1321,2.267792
1322,2.263726
1323,2.169356
1324,2.163137
1325,2.070351
1326,2.066908
1327,1.974394
1328,1.880279
1329,1.791901
1330,1.784652
1331,1.688795
1332,1.604244
1333,1.509426
1334,1.417801
1335,1.325502
1336,1.228783
1337,1.143174
1338,1.060002
1339,0.978733
1340,0.892440
1341,0.815244
1342,0.809740
1343,0.735868
1344,0.665586
1345,0.660603
1346,0.657083
1347,0.589949
1348,0.524870
1349,0.463928
1350,0.406780
1351,0.352897
1352,0.299443
1353,0.296507
1354,0.247922
1355,0.244239
1356,0.204935
1357,0.165362
1358,0.161679
1359,0.130899
1360,0.103120
1361,0.099059
1362,0.094692
1363,0.065777
1364,0.042231
1365,0.019188
1366,0.001726
1367,0.000000
1368,0.000000
