Round Number, Total Energy Consumption
710,53.040794
711,53.135028
712,53.141285
713,53.233820
714,53.322915
715,53.327985
716,53.332983
717,53.425491
718,53.526298
719,53.619123
720,53.714667
721,53.807940
722,53.900636
723,53.993612
724,53.997776
725,54.091210
726,54.096395
727,54.190860
728,54.280811
729,54.370594
730,54.466987
731,54.559847
732,54.563681
733,54.655108
734,54.660187
735,54.753206
736,54.846997
737,54.937400
738,55.040101
739,55.044727
740,55.141191
741,55.238063
742,55.331162
743,55.423213
744,55.518408
745,55.522044
746,55.615723
747,55.619453
748,55.711686
749,55.806368
750,55.894874
751,55.989445
752,55.994066
753,56.086736
754,56.090124
755,56.093653
756,56.099223
757,56.198357
758,56.290512
759,56.383152
760,56.475658
761,56.569305
762,56.663438
763,56.674740
764,56.772964
765,56.860400
766,56.951588
767,57.043250
768,57.143158
769,57.147289
770,57.245742
771,57.251900
772,57.345682
773,57.439484
774,57.536586
775,57.540754
776,57.641348
777,57.743800
778,57.830453
779,57.920234
780,57.924202
781,58.018306
782,58.114287
783,58.205900
784,58.299128
785,58.302991
786,58.396167
787,58.487991
788,58.492721
789,58.587427
790,58.685341
791,58.772759
792,58.865826
793,58.870610
794,58.967688
795,58.971199
796,59.069057
797,59.168255
798,59.172277
799,59.264234
800,59.357753
801,59.449731
802,59.547376
803,59.552570
804,59.645942
805,59.737206
806,59.828381
807,59.832849
808,59.928980
809,60.020898
810,60.117693
811,60.213063
812,60.217502
813,60.304866
814,60.396616
815,60.489060
816,60.588517
817,60.683424
818,60.773520
819,60.868450
820,60.961393
821,60.966457
822,61.056799
823,61.153501
824,61.244256
825,61.339537
826,61.435660
827,61.528300
828,61.533020
829,61.624485
830,61.716876
831,61.813847
832,61.820089
833,61.916447
834,61.921229
835,62.008881
836,62.014949
837,62.110071
838,62.208449
839,62.305909
840,62.397199
841,62.482642
842,62.574201
843,62.664771
844,62.670669
845,62.762044
846,62.852392
847,62.951673
848,63.044676
849,63.136142
850,63.140886
851,63.232132
852,63.235588
853,63.239662
854,63.243632
855,63.340911
856,63.434733
857,63.519868
858,63.613135
859,63.714226
860,63.806921
861,63.898769
862,63.991237
863,64.085974
864,64.090478
865,64.190960
866,64.277713
867,64.282107
868,64.376301
869,64.473535
870,64.566559
871,64.662394
872,64.666795
873,64.757306
874,64.848900
875,64.941440
876,65.040704
877,65.045356
878,65.140419
879,65.239647
880,65.327683
881,65.331362
882,65.335413
883,65.429284
884,65.528990
885,65.624359
886,65.715680
887,65.719912
888,65.811745
889,65.907917
890,66.006280
891,66.101481
892,66.201508
893,66.292786
894,66.297746
895,66.393707
896,66.490045
897,66.581695
898,66.679537
899,66.683312
900,66.688989
901,66.778014
902,66.868384
903,66.962757
904,66.967371
905,67.060376
906,67.156440
907,67.161012
908,67.250970
909,67.344107
910,67.435426
911,67.530499
912,67.534512
913,67.631921
914,67.636009
915,67.739982
916,67.835370
917,67.927164
918,67.931338
919,68.023525
920,68.117804
921,68.212771
922,68.305034
923,68.398740
924,68.497959
925,68.504148
926,68.508704
927,68.604853
928,68.609714
929,68.616644
930,68.710460
931,68.804022
932,68.894082
933,68.988408
934,69.076011
935,69.163601
936,69.258590
937,69.346271
938,69.448098
939,69.452307
940,69.543561
941,69.636615
942,69.642671
943,69.734944
944,69.739302
945,69.836909
946,69.924815
947,70.011270
948,70.020305
949,70.114976
950,70.121529
951,70.221323
952,70.314191
953,70.406814
954,70.507344
955,70.605144
956,70.611903
957,70.706761
958,70.802389
959,70.903051
960,70.999950
961,71.004052
962,71.105227
963,71.196379
964,71.292757
965,71.299668
966,71.392157
967,71.492879
968,71.584655
969,71.589945
970,71.595691
971,71.684429
972,71.779888
973,71.875701
974,71.963765
975,72.057962
976,72.156084
977,72.243172
978,72.335983
979,72.344390
980,72.437224
981,72.534912
982,72.626919
983,72.717956
984,72.808858
985,72.903495
986,72.994584
987,73.079748
988,73.170951
989,73.266505
990,73.359492
991,73.449252
992,73.545117
993,73.549529
994,73.643325
995,73.737414
996,73.828376
997,73.832445
998,73.922458
999,74.014769
1000,74.108746
1001,74.201238
1002,74.206904
1003,74.301483
1004,74.400007
1005,74.494705
1006,74.588375
1007,74.684473
1008,74.777271
1009,74.873725
1010,74.879576
1011,74.885298
1012,74.977632
1013,75.069463
1014,75.163500
1015,75.255193
1016,75.347730
1017,75.438310
1018,75.533803
1019,75.628235
1020,75.724831
1021,75.815490
1022,75.902856
1023,75.997314
1024,76.000817
1025,76.085298
1026,76.175160
1027,76.265495
1028,76.272929
1029,76.358032
1030,76.453238
1031,76.551451
1032,76.555387
1033,76.561613
1034,76.659014
1035,76.664714
1036,76.752445
1037,76.850256
1038,76.943352
1039,77.039661
1040,77.131834
1041,77.228652
1042,77.320946
1043,77.416936
1044,77.513184
1045,77.607228
1046,77.703417
1047,77.708878
1048,77.712707
1049,77.721284
1050,77.817431
1051,77.909680
1052,78.009023
1053,78.103708
1054,78.196068
1055,78.288140
1056,78.379463
1057,78.472000
1058,78.476976
1059,78.569662
1060,78.659618
1061,78.753495
1062,78.847716
1063,78.940940
1064,79.031174
1065,79.115657
1066,79.206887
1067,79.211566
1068,79.296489
1069,79.384127
1070,79.388029
1071,79.482570
1072,79.575540
1073,79.579397
1074,79.676132
1075,79.770358
1076,79.856084
1077,79.861295
1078,79.952509
1079,80.049662
1080,80.140924
1081,80.232098
1082,80.236694
1083,80.333324
1084,80.425279
1085,80.519979
1086,80.524640
1087,80.619122
1088,80.714059
1089,80.813029
1090,80.907577
1091,80.914180
1092,81.008761
1093,81.098376
1094,81.102866
1095,81.201984
1096,81.293879
1097,81.394648
1098,81.399216
1099,81.496064
1100,81.592815
1101,81.679391
1102,81.773183
1103,81.777774
1104,81.783649
1105,81.875785
1106,81.975445
1107,82.073128
1108,82.165722
1109,82.169508
1110,82.174013
1111,82.186002
1112,82.278728
1113,82.378218
1114,82.472599
1115,82.565454
1116,82.660384
1117,82.745838
1118,82.836854
1119,82.932635
1120,83.023179
1121,83.109661
1122,83.206047
1123,83.210112
1124,83.300797
1125,83.393406
1126,83.482594
1127,83.579082
1128,83.674058
1129,83.766181
1130,83.859196
1131,83.863641
1132,83.957534
1133,83.962227
1134,84.052461
1135,84.146887
1136,84.151143
1137,84.241623
1138,84.245741
1139,84.339424
1140,84.342894
1141,84.435261
1142,84.527577
1143,84.620832
1144,84.625042
1145,84.717801
1146,84.722584
1147,84.818738
1148,84.822494
1149,84.826566
1150,84.916869
1151,85.009362
1152,85.107401
1153,85.196020
1154,85.289759
1155,85.380774
1156,85.474847
1157,85.478721
1158,85.576694
1159,85.663598
1160,85.755881
1161,85.760278
1162,85.852564
1163,85.945815
1164,86.044909
1165,86.140585
1166,86.232668
1167,86.327927
1168,86.331997
1169,86.421562
1170,86.425283
1171,86.430568
1172,86.522166
1173,86.616161
1174,86.713607
1175,86.809222
1176,86.903031
1177,87.003562
1178,87.095075
1179,87.187312
1180,87.198207
1181,87.294989
1182,87.394998
1183,87.487801
1184,87.578194
1185,87.583078
1186,87.676414
1187,87.769662
1188,87.866401
1189,87.872031
1190,87.971892
1191,87.976014
1192,87.981644
1193,88.066408
1194,88.153996
1195,88.245939
1196,88.337977
1197,88.423964
1198,88.517104
1199,88.612262
1200,88.616021
1201,88.703087
1202,88.798038
1203,88.889560
1204,88.894211
1205,88.991042
1206,89.087397
1207,89.181396
1208,89.277884
1209,89.284087
1210,89.381830
1211,89.387697
1212,89.477918
1213,89.572180
1214,89.576817
1215,89.672957
1216,89.763339
1217,89.854650
1218,89.945073
1219,90.043852
1220,90.136585
1221,90.231338
1222,90.327114
1223,90.332049
1224,90.335960
1225,90.421528
1226,90.513563
1227,90.605790
1228,90.699146
1229,90.704238
1230,90.797662
1231,90.801227
1232,90.890834
1233,90.894515
1234,90.985579
1235,90.989403
1236,90.994783
1237,91.085964
1238,91.178245
1239,91.270746
1240,91.365715
1241,91.459384
1242,91.549776
1243,91.641976
1244,91.735872
1245,91.826814
1246,91.831995
1247,91.927299
1248,91.932374
1249,92.024440
1250,92.119401
1251,92.218352
1252,92.318439
1253,92.416474
1254,92.516375
1255,92.520769
1256,92.618381
1257,92.711289
1258,92.805381
1259,92.901706
1260,93.000133
1261,93.010758
1262,93.014412
1263,93.021105
1264,93.111785
1265,93.208671
1266,93.305757
1267,93.397646
1268,93.486964
1269,93.492577
1270,93.591681
1271,93.677276
1272,93.770195
1273,93.865770
1274,93.959443
1275,94.047530
1276,94.138653
1277,94.152590
1278,94.245727
1279,94.344862
1280,94.437551
1281,94.533561
1282,94.625572
1283,94.718121
1284,94.813765
1285,94.903807
1286,94.993164
1287,95.083261
1288,95.178068
1289,95.274628
1290,95.368395
1291,95.461146
1292,95.555897
1293,95.650069
1294,95.743110
1295,95.837619
1296,95.928947
1297,96.013845
1298,96.108289
1299,96.202212
1300,96.207374
1301,96.299019
1302,96.393967
1303,96.491867
1304,96.584920
1305,96.687130
1306,96.692483
1307,96.780821
1308,96.786061
1309,96.882204
1310,96.972523
1311,97.065985
1312,97.156750
1313,97.160455
1314,97.251661
1315,97.343008
1316,97.436921
1317,97.441208
1318,97.539017
1319,97.635268
1320,97.728103
1321,97.732208
1322,97.736274
1323,97.830644
1324,97.836863
1325,97.929649
1326,97.933092
1327,98.025606
1328,98.119721
1329,98.208099
1330,98.215348
1331,98.311205
1332,98.395756
1333,98.490574
1334,98.582199
1335,98.674498
1336,98.771217
1337,98.856826
1338,98.939998
1339,99.021267
1340,99.107560
1341,99.184756
1342,99.190260
1343,99.264132
1344,99.334414
1345,99.339397
1346,99.342917
1347,99.410051
1348,99.475130
1349,99.536072
1350,99.593220
1351,99.647103
1352,99.700557
1353,99.703493
1354,99.752078
1355,99.755761
1356,99.795065
1357,99.834638
1358,99.838321
1359,99.869101
1360,99.896880
1361,99.900941
1362,99.905308
1363,99.934223
1364,99.957769
1365,99.980812
1366,99.998274
1367,100.000000
1368,100.000000
